"?b  <dbo:nearSw>  ?a   => ?a  <dbo:nearNe>  ?b"	0	930
"?a  <dbo:placebirth>  ?b   => ?a  <dbo:residence>  ?b"	98	208
"?b  <dbo:nearW>  ?a   => ?a  <dbo:nearNe>  ?b"	0	367
"?a  <dbo:shortDescription>  ?b   => ?a  <dbo:residence>  ?b"	60	87
"?b  <dbo:nearS>  ?a   => ?a  <dbo:nearNe>  ?b"	0	360
"?a  <dbo:family>  ?b   => ?a  <dbo:kernelType>  ?b"	0	3
"?a  <dbo:teams>  ?b   => ?a  <dbo:honors>  ?b"	0	14
"?a  <dbo:placeOfDeath>  ?b   => ?a  <dbo:residence>  ?b"	91	172
"?a  <dbo:clubs>  ?b   => ?a  <dbo:managerclubs>  ?b"	0	879
"?a  <dbo:nationality>  ?b   => ?a  <dbo:residence>  ?b"	239	834
"?b  <dbo:title>  ?a   => ?a  <dbo:winner>  ?b"	0	8
"?b  <dbo:confChamps>  ?a   => ?a  <dbo:afc>  ?b"	0	4
"?b  <dbo:sbChamps>  ?a   => ?a  <dbo:afc>  ?b"	0	3
"?a  <dbo:death>  ?b   => ?a  <dbo:birth>  ?b"	0	21
"?a  <dbo:imageLocation>  ?b   => ?a  <dbo:districtMap>  ?b"	0	128
"?b  <dbo:divChamps>  ?a   => ?a  <dbo:afc>  ?b"	0	13
"?a  <dbo:placeOfBirth>  ?b   => ?a  <dbo:residence>  ?b"	139	198
"?a  <dbo:preceding>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	62
"?a  <dbo:johtofollowing>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	2
"?a  <dbo:hoennpreceding>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	16
"?a  <dbo:state>  ?b   => ?a  <dbo:vpState>  ?b"	0	45
"?a  <dbo:johtopreceding>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	21
"?a  <dbo:following>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	2
"?a  <dbo:evolvesto>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	2
"?a  <dbo:shinoufollowing>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	2
"?a  <dbo:evolvesfrom>  ?b   => ?a  <dbo:shinoupreceding>  ?b"	0	56
"?b  <dbo:shinoufollowing>  ?a   => ?a  <dbo:shinoupreceding>  ?b"	0	81
"?b  <dbo:johtofollowing>  ?a   => ?a  <dbo:shinoupreceding>  ?b"	0	14
"?b  <dbo:hoennfollowing>  ?a   => ?a  <dbo:shinoupreceding>  ?b"	0	12
"?b  <dbo:evolvesto>  ?a   => ?a  <dbo:shinoupreceding>  ?b"	0	47
"?b  <dbo:following>  ?a   => ?a  <dbo:shinoupreceding>  ?b"	0	56
"?a  <dbo:countryofbirth>  ?b   => ?a  <dbo:residence>  ?b"	0	121
"?a  <dbo:deathPlace>  ?b   => ?a  <dbo:residence>  ?b"	306	573
"?b  <dbo:publisher>  ?a   => ?a  <dbo:products>  ?b"	0	117
"?b  <dbo:developer>  ?a   => ?a  <dbo:products>  ?b"	0	349
"?a  <dbo:industry>  ?b   => ?a  <dbo:products>  ?b"	0	371
"?a  <dbo:rd4t1Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	52
"?a  <dbo:rd3t2Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	28
"?a  <dbo:rd5t1Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	38
"?a  <dbo:rd2t1Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	96
"?a  <dbo:rd1t1Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	56
"?a  <dbo:rd3t1Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	78
"?a  <dbo:rd1t2Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	48
"?a  <dbo:rd2t2Loc>  ?b   => ?a  <dbo:venue>  ?b"	0	33
"?b  <dbo:issue>  ?a   => ?a  <dbo:predecessor>  ?b"	105	114
"?a  <dbo:father>  ?b   => ?a  <dbo:predecessor>  ?b"	158	286
"?a  <dbo:placeOfBirth>  ?b   => ?a  <dbo:birth>  ?b"	0	27
"?a  <dbo:unit>  ?b   => ?a  <dbo:commands>  ?b"	0	127
"?b  <dbo:notableCommanders>  ?a   => ?a  <dbo:commands>  ?b"	0	35
"?a  <dbo:allegiance>  ?b   => ?a  <dbo:commands>  ?b"	0	20
"?a  <dbo:capital>  ?b   => ?a  <dbo:largestCity>  ?b"	55	119
"?b  <dbo:mapCaption>  ?a   => ?a  <dbo:largestCity>  ?b"	3	6
"?a  <dbo:seat>  ?b   => ?a  <dbo:largestCity>  ?b"	0	116
"?b  <dbo:subdivisionName>  ?a   => ?a  <dbo:largestCity>  ?b"	24	49
"?b  <dbo:region>  ?a   => ?a  <dbo:largestCity>  ?b"	0	10
"?a  <dbo:successor>  ?b   => ?a  <dbo:predecessor>  ?b"	19	588
"?b  <dbo:predecessor>  ?a   => ?a  <dbo:predecessor>  ?b"	1	328
"?b  <dbo:similarAircraft>  ?a   => ?a  <dbo:similarAircraft>  ?b"	0	1059
"?b  <dbo:successor>  ?a   => ?a  <dbo:predecessor>  ?b"	932	5635
"?a  <dbo:title>  ?b   => ?a  <dbo:managerclubs>  ?b"	0	147
"?a  <dbo:died>  ?b   => ?a  <dbo:born>  ?b"	0	249
"?b  <dbo:sequence>  ?a   => ?a  <dbo:similarAircraft>  ?b"	0	102
"?a  <dbo:birthPlace>  ?b   => ?a  <dbo:residence>  ?b"	806	1141
"?a  <dbo:firstTeamRace>  ?b   => ?a  <dbo:firstTeam>  ?b"	0	5
"?a  <dbo:fastTeam>  ?b   => ?a  <dbo:firstTeam>  ?b"	0	148
"?a  <dbo:thirdTeamRace>  ?b   => ?a  <dbo:firstTeam>  ?b"	0	3
"?a  <dbo:secondTeam>  ?b   => ?a  <dbo:firstTeam>  ?b"	0	82
"?a  <dbo:poleTeam>  ?b   => ?a  <dbo:firstTeam>  ?b"	0	137
"?a  <dbo:thirdTeam>  ?b   => ?a  <dbo:firstTeam>  ?b"	0	60
"?a  <dbo:members>  ?b   => ?a  <dbo:pGroups>  ?b"	0	4
"?a  <dbo:houses>  ?b   => ?a  <dbo:pGroups>  ?b"	0	4
"?a  <dbo:sequence>  ?b   => ?a  <dbo:similarAircraft>  ?b"	0	120
"?a  <dbo:creator>  ?b   => ?a  <dbo:channel>  ?b"	1	6
"?b  <dbo:notableRole>  ?a   => ?a  <dbo:starring>  ?b"	1435	2726
"?a  <dbo:party>  ?b   => ?a  <dbo:pGroups>  ?b"	0	26
"?a  <dbo:birthPlace>  ?b   => ?a  <dbo:birth>  ?b"	0	20
"?a  <dbo:residence>  ?b   => ?a  <dbo:placebirth>  ?b"	0	208
"?a  <dbo:title>  ?b   => ?a  <dbo:honors>  ?b"	0	7
"?a  <dbo:placeOfBirth>  ?b   => ?a  <dbo:born>  ?b"	0	293
"?b  <dbo:horses>  ?a   => ?a  <dbo:trainer>  ?b"	0	34
"?b  <dbo:previssue>  ?a   => ?a  <dbo:nextissue>  ?b"	0	97
"?b  <dbo:mouth>  ?a   => ?a  <dbo:inflow>  ?b"	33	28
"?a  <dbo:outflow>  ?b   => ?a  <dbo:inflow>  ?b"	248	454
"?b  <dbo:capital>  ?a   => ?a  <dbo:prefecture>  ?b"	0	31
"?b  <dbo:departement>  ?a   => ?a  <dbo:prefecture>  ?b"	0	7
"?b  <dbo:d_percent_E3_percent_A9partement>  ?a   => ?a  <dbo:prefecture>  ?b"	0	74
"?a  <dbo:bestBuschPos>  ?b   => ?a  <dbo:lastBuschRace>  ?b"	0	4
"?a  <dbo:lastBuschWin>  ?b   => ?a  <dbo:lastBuschRace>  ?b"	0	4
"?a  <dbo:firstBuschRace>  ?b   => ?a  <dbo:lastBuschRace>  ?b"	0	8
"?b  <dbo:artists>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	11
"?b  <dbo:writers>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	10
"?b  <dbo:after>  ?a   => ?a  <dbo:predecessor>  ?b"	572	2336
"?b  <dbo:author>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	18
"?a  <dbo:placeOfBirth>  ?b   => ?a  <dbo:placebirth>  ?b"	0	17
"?b  <dbo:director>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	4
"?b  <dbo:creators>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	24
"?a  <dbo:image>  ?b   => ?a  <dbo:museum>  ?b"	0	5
"?b  <dbo:creator>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	4
"?a  <dbo:region>  ?b   => ?a  <dbo:prefecture>  ?b"	0	9
"?b  <dbo:producer>  ?a   => ?a  <dbo:notableWorks>  ?b"	0	5
"?a  <dbo:coachingteams>  ?b   => ?a  <dbo:playingteams>  ?b"	0	4
"?a  <dbo:careerhighlights>  ?b   => ?a  <dbo:playingteams>  ?b"	0	11
"?a  <dbo:originalteam>  ?b   => ?a  <dbo:playingteams>  ?b"	0	4
"?b  <dbo:subdivisionName>  ?a   => ?a  <dbo:solectwa>  ?b"	0	110
"?b  <dbo:captain>  ?a   => ?a  <dbo:playingteams>  ?b"	0	3
"?a  <dbo:debutteam>  ?b   => ?a  <dbo:playingteams>  ?b"	0	132
"?a  <dbo:capital>  ?b   => ?a  <dbo:solectwa>  ?b"	0	8
"?a  <dbo:lines>  ?b   => ?a  <dbo:line>  ?b"	0	323
"?a  <dbo:route>  ?b   => ?a  <dbo:line>  ?b"	0	169
